game,loss_red,loss_blue,win_rate,weights_red,weights_blue
892,-166857.5625,-162096.5,,"[0.650886129232444, 0.35795518746936805, 0.987628065368267, 0.286518054836855]","[0.11268934674516212, 0.625746629245335, 0.9839208519247665, 0.34181680349565435]"
893,-97474.9375,-97565.78125,,"[0.6496512671881367, 0.3551495573633512, 0.9876073674886042, 0.2861474684518125]","[0.12179394110573716, 0.6222799206935619, 0.9860975713031732, 0.32917676711606986]"
894,-110294.046875,-107148.6484375,,"[0.6548341142440779, 0.3557710220268185, 0.9819737694250522, 0.29217142446876054]","[0.11647566106289185, 0.6281112104724609, 0.9826031789583353, 0.3379930134045881]"
895,-37227.46484375,-37261.6328125,,"[0.6412527624813508, 0.36201676994920506, 0.9839038039796433, 0.27976967723141255]","[0.1076636136962091, 0.6210787182231386, 0.9911146630467023, 0.330240179543675]"
896,-106755.5078125,-103461.40625,,"[0.6491367907534346, 0.3564889373102066, 0.9846050970205956, 0.2879443771516408]","[0.1118194866807338, 0.6278409300627331, 0.9863880477358272, 0.32075782595895946]"
897,-148968.71875,-144587.46875,,"[0.649309509398654, 0.3632431322713161, 0.9831871288155809, 0.2858269575602833]","[0.10618992130263141, 0.6268605896685036, 0.9889068441703112, 0.32548060325325956]"
898,-130072.7109375,-130191.8359375,,"[0.6588066158161268, 0.36312000283896884, 0.985758941378356, 0.29249596509173337]","[0.11488797818199978, 0.6271397346540493, 0.9796273666854007, 0.3342190524759745]"
899,-150631.3125,-146199.421875,,"[0.6450497948727452, 0.3574808529817057, 0.9933772305610586, 0.2854709613550577]","[0.12560752357961086, 0.6210340186585579, 0.9936244015131993, 0.3358842171954194]"
900,-176871.125,-171749.015625,0.7233333333252963,"[0.6535916037263939, 0.3479215260403671, 0.9900807124342342, 0.2870985044582302]","[0.11937720050891447, 0.6243085502777961, 0.9863270991871173, 0.3337492115020851]"
901,-191443.046875,-185985.296875,,"[0.6510221820650656, 0.3574514571218593, 0.9890406604977563, 0.29033035458351514]","[0.1261022500967361, 0.6205159054600602, 0.9920174790138077, 0.332825563389116]"
902,-205152.703125,-199389.640625,,"[0.6482691733530626, 0.36221526558792844, 0.9833611518855143, 0.2751999173065876]","[0.12070385094717842, 0.6296355869440604, 0.9838793971185048, 0.34011657305216325]"
903,-137956.75,-138080.796875,,"[0.6480110579585265, 0.3617516016523266, 0.9794783840268384, 0.28186018243482824]","[0.11797999595108956, 0.6294230948132551, 0.9967582538206988, 0.3378668172906434]"
904,-172496.5625,-167420.4375,,"[0.6525599715360686, 0.3667827664854293, 0.9854020503825986, 0.28630698673974836]","[0.12235266887043016, 0.6299226475658924, 0.9884840516011406, 0.33166052783926026]"
905,-116593.3828125,-116698.9296875,,"[0.6473535319511134, 0.36012741305008317, 0.9893604626095579, 0.2895969870197835]","[0.11895946948793566, 0.6274699603579446, 0.9961394607642844, 0.3354080979123982]"
906,-121554.671875,-118189.3984375,,"[0.6554257374989941, 0.3527033251235314, 0.9785803153300658, 0.29200518776678375]","[0.1045955973004547, 0.6268207897434956, 0.9904574092199816, 0.33662827710663806]"
907,-153786.46875,-149332.84375,,"[0.6520031570444682, 0.3602210611229872, 0.9862516075467873, 0.292067013156687]","[0.11527464032166942, 0.6273807352036542, 0.9937205194646113, 0.3400812166911625]"
908,-75968.3203125,-76037.6171875,,"[0.64804789026093, 0.3568712515339992, 0.9896492982394306, 0.29075623224733443]","[0.11624801853102623, 0.633631338190234, 0.9945124529339182, 0.33280171031076883]"
909,-21834.1484375,-21854.32421875,,"[0.6455206946857355, 0.3534879094255041, 0.993738883413165, 0.2854688649726608]","[0.11659040119140879, 0.6174063679561732, 0.9929535419431503, 0.3239576170818501]"
910,-31867.390625,-30997.984375,,"[0.6529840479612726, 0.3602993065218081, 0.9867502064119171, 0.287689086527968]","[0.12017042132977003, 0.6229698830948087, 0.9828662555142944, 0.33699553142416916]"
911,30880.74609375,30908.583984375,,"[0.6494728342915203, 0.35852924445282996, 0.9823743991199178, 0.29125228525073593]","[0.11373623404779187, 0.629181477438171, 0.9869604826841744, 0.3379376249933758]"
912,-47651.73828125,-45459.7265625,,"[0.6474842807507423, 0.3613065732416058, 0.9949847594683279, 0.2896353004500309]","[0.12031686212932906, 0.6269255382243883, 0.9825453507980296, 0.3304199123265922]"
913,-25641.04296875,-25664.095703125,,"[0.6478813227440374, 0.35509799424558847, 0.9888170174013454, 0.29081434584362326]","[0.11310030699506668, 0.6221474257955575, 0.9876451923879547, 0.33252246336855473]"
914,-13307.009765625,-13319.0947265625,,"[0.6446532491292309, 0.35969851812470094, 0.9957906764940913, 0.2780713281097243]","[0.11639952553454264, 0.6200551193990347, 0.989007653955964, 0.33352884558310614]"
915,-22408.642578125,-21787.95703125,,"[0.6445731576441868, 0.3531508742373809, 0.9777929671466066, 0.2911723118234084]","[0.11580557356888245, 0.6188242302358687, 0.989259007202213, 0.33670096834846414]"
916,-40105.4609375,-38978.11328125,,"[0.6538016916750274, 0.35896441289216835, 0.9916340010583359, 0.2858334914069297]","[0.12235031827313543, 0.6148169173946397, 0.9942020887815801, 0.32892210418597323]"
917,-89761.4921875,-87035.0078125,,"[0.6506522072075069, 0.35836375107261, 0.9927287335618775, 0.29011015944854923]","[0.1107342746775694, 0.6292456238854682, 0.985504781226125, 0.33444860382439257]"
918,-122012.1875,-118422.9921875,,"[0.6534954434388578, 0.3541633304618702, 0.99002426864673, 0.28336983001481414]","[0.11411051898003753, 0.6279578383555025, 0.9933485565422794, 0.34043631205358743]"
919,-124923.15625,-121412.7578125,,"[0.6501958197215227, 0.3576818831792608, 0.99058200167565, 0.28692654338253626]","[0.11469035342526517, 0.6206089933441379, 0.9866670823843824, 0.33429269903225706]"
920,-165598.09375,-158213.578125,,"[0.649724208719619, 0.36432957223533236, 0.9837863265390426, 0.28364053512418674]","[0.11986358443043299, 0.6307293439887947, 0.9837543450340158, 0.32957711365168074]"
921,-168342.90625,-163681.78125,,"[0.6602672297684834, 0.35405278769880366, 0.9878386486484171, 0.28552436217277577]","[0.11110123807101084, 0.6224527364438548, 0.9865865547757194, 0.33473167894361927]"
922,-177096.625,-172043.46875,,"[0.652502250830774, 0.35820298820462454, 0.9883594363361087, 0.2873235442169411]","[0.10780046827196023, 0.6233400888945716, 0.9942701501829847, 0.3366504735553227]"
923,-139458.484375,-139586.140625,,"[0.6497786617981174, 0.35392102110942936, 0.9865148270942747, 0.27929222293377026]","[0.11974675176939759, 0.6192468782978887, 0.9865546533199793, 0.32916166549794074]"
924,-210985.03125,-204253.328125,,"[0.6473025280768747, 0.351442949497618, 0.9869017062810007, 0.28653872747950304]","[0.12124982681646604, 0.6236422847119587, 0.9904253546809905, 0.332648407908236]"
925,-234702.5,-228391.203125,,"[0.6464114758924524, 0.3558135044196517, 0.9840087170758369, 0.2811714560338012]","[0.11693299849936345, 0.6209638850748644, 0.9893168593318757, 0.3344091144109304]"
926,-219445.828125,-213181.609375,,"[0.6417005732468336, 0.36331833624528453, 0.9979601186104227, 0.29082678659332517]","[0.1166077901403049, 0.6274253564464722, 0.9875267300915674, 0.33902459033026433]"
927,-152988.59375,-153125.640625,,"[0.6519016974275621, 0.3616318888422582, 0.9901717782898737, 0.29232350159958814]","[0.11391666763084907, 0.6193297417188983, 0.9929668287091599, 0.329181533032927]"
928,-156309.453125,-151979.59375,,"[0.6504363696729893, 0.3555667952238754, 0.984859642882972, 0.288087646258862]","[0.11677982916450888, 0.6242970015456051, 0.9903967369526109, 0.33185011624071287]"
929,-115005.921875,-116827.3125,,"[0.6547350017718568, 0.3547254792486601, 0.9900026546017433, 0.28840736985015947]","[0.11782581177019318, 0.6171571530912721, 0.996798186285871, 0.32915089478913295]"
930,-120108.7265625,-116833.609375,,"[0.6533449387542899, 0.35721872535471244, 0.989292497378131, 0.28697556572795074]","[0.11987458013577781, 0.632010814265787, 0.9964309061671959, 0.3323826808431029]"
931,-83584.0390625,-83659.78125,,"[0.6540170752124109, 0.3583246910588061, 0.9940843726138068, 0.28259437636005064]","[0.11573276886586101, 0.6201507010212756, 0.9899007477726409, 0.32997582600099223]"
932,-87711.5078125,-85282.578125,,"[0.6566454946230373, 0.3568980563396099, 0.9894164141441901, 0.28525755358830424]","[0.11450405855881912, 0.6214636082539927, 0.989169585933783, 0.3366578899046009]"
933,-56737.55859375,-56788.98046875,,"[0.6470920515581535, 0.361504143767283, 0.9885006956468586, 0.28683251092887463]","[0.11699582318081433, 0.6291340204733075, 0.9741669555228215, 0.3323767786923459]"
934,-71018.4453125,-68990.984375,,"[0.6577357478595428, 0.34897507930423083, 0.989340610223418, 0.2931884451705111]","[0.11969929097982232, 0.6242167423328406, 0.9864209938573361, 0.329918097891479]"
935,-54736.5390625,-54784.9765625,,"[0.6527641303793147, 0.3593838716302631, 0.9899226269544504, 0.2877262866734226]","[0.1190002409539481, 0.6257701375863743, 0.9875403262573932, 0.32358753650464356]"
936,-39709.765625,-39745.50390625,,"[0.6489118123573157, 0.3601696793611385, 0.9925640008232085, 0.2896895974518723]","[0.11412472228598826, 0.6223405075775735, 0.9911887070298606, 0.33041568424892614]"
937,-25105.4609375,-25128.314453125,,"[0.6547827971548038, 0.35726606339905126, 0.9954492850924472, 0.2874999220768167]","[0.11549995705245378, 0.6238522580422561, 0.9877612884070215, 0.32906919924639855]"
938,-32721.748046875,-31801.99609375,,"[0.6557386697444786, 0.3590620339425021, 0.9851354039031222, 0.28484277854228557]","[0.11656140813555678, 0.6263123821075053, 0.993583366602046, 0.3279095692803186]"
939,-102456.015625,-100944.359375,,"[0.6587161592920948, 0.3572915306256259, 0.988700461187445, 0.28881533413602994]","[0.11777350473862873, 0.624822824763629, 0.9879528976780401, 0.33199055118180304]"
940,-180261.859375,-174307.4375,,"[0.6473818139057467, 0.3573431526521635, 0.9893726969289208, 0.2885797741180928]","[0.11756463103289239, 0.6290146793159826, 0.9901227523953354, 0.33312711873566825]"
941,-169491.71875,-169644.375,,"[0.6534958564609429, 0.3574335651452077, 0.9883231669906127, 0.2862033383821147]","[0.1146753838571625, 0.6238368247398212, 0.9948593581924793, 0.33377504183480805]"
942,-234357.3125,-222634.9375,,"[0.6456203475493825, 0.35872912129187656, 0.9833505369542498, 0.28628122302405035]","[0.11475773712895138, 0.627371380957898, 0.9942659241581825, 0.3323878273891129]"
943,-299214.5625,-289968.40625,,"[0.6495803187872872, 0.3536696151917001, 0.9867108916803872, 0.2929724058152546]","[0.12003406325109299, 0.6256406602119478, 0.9948540393072963, 0.3334705660074775]"
944,-330615.3125,-321173.75,,"[0.6496689394378925, 0.36199614194656143, 0.9893382628332111, 0.2885043317805617]","[0.11570496356870379, 0.6210198810410338, 0.9904065107518364, 0.3247676642043061]"
945,-340431.53125,-329914.53125,,"[0.6489903497065092, 0.3564260737305462, 0.9900335518889017, 0.2878625849211861]","[0.11489852359654228, 0.6288722109293351, 0.9856610529687811, 0.3322891040082381]"
946,-374367.4375,-362612.4375,,"[0.6511701989969894, 0.35665346529850184, 0.9890950594897002, 0.287773204729946]","[0.11884120086713655, 0.6249685599165797, 0.984828449340102, 0.33133496596934253]"
947,-415518.125,-403833.34375,,"[0.6550619548817584, 0.3565310442867126, 0.9896239057990266, 0.28294341894603464]","[0.1163650185150027, 0.6333479275599128, 0.9896555860775015, 0.33336730312276935]"
948,-402497.5625,-390830.0625,,"[0.6526598140999771, 0.35639063553303346, 0.9868602253211949, 0.29133008418554135]","[0.11641284586366617, 0.6258679852285519, 0.9888218189401605, 0.33244379990693224]"
949,-407623.15625,-395990.59375,,"[0.6491245312484764, 0.3561468785881117, 0.9902025993930375, 0.28552042128049027]","[0.11415119038320964, 0.6266946020871501, 0.9863889596487674, 0.33132595584764546]"
950,-407965.3125,-395765.625,0.7210526315713573,"[0.6553270401471263, 0.36305180284976185, 0.9902141913861372, 0.28617570512662693]","[0.11974534878447866, 0.6216205685614947, 0.98830684311013, 0.3285823273273195]"
951,-374157.1875,-374495.46875,,"[0.6524732672236085, 0.3598743682114459, 0.9880006189845163, 0.28678918602977427]","[0.11365804642236818, 0.6274749013338898, 0.9894967709166775, 0.3298165817933032]"
952,-376698.28125,-365941.78125,,"[0.6527014290395536, 0.35733947512215636, 0.98744267719638, 0.28636634934479294]","[0.12091914083259395, 0.6258025876763575, 0.9919089644983945, 0.3308618529979897]"
953,-378885.34375,-367177.09375,,"[0.6506656583523169, 0.3590390091215114, 0.9860774958488536, 0.28624994381227625]","[0.11812134346294827, 0.6247309156253905, 0.9889792399536306, 0.3290474893825136]"
954,-368628.09375,-368951.75,,"[0.6545732716075071, 0.3575509363100434, 0.9902736303546701, 0.28867006960550895]","[0.11642393131496649, 0.6259749191121262, 0.9875268779064589, 0.3316027430282513]"
955,-362641.25,-352595.46875,,"[0.6500733038011476, 0.35887350210523183, 0.9884398414956221, 0.28501667823334453]","[0.12118472127510463, 0.6275420652794698, 0.9859327671969899, 0.3294255823524926]"
956,-347036.875,-337131.6875,,"[0.6501547753506097, 0.3566856742203888, 0.9902943573591915, 0.2871824663432815]","[0.11926245816915418, 0.6248879921175353, 0.9888627756471917, 0.3343024547950096]"
957,-337287.1875,-327512.09375,,"[0.6534067692636044, 0.3596357823142139, 0.9836171438049732, 0.2877194971726637]","[0.12049981951515917, 0.6251065706842861, 0.9876331659086379, 0.32902977479333595]"
958,-220652.59375,-220843.75,,"[0.6509451629915146, 0.35550053462847553, 0.9864094182745614, 0.2839023805235832]","[0.11720320194979089, 0.6235723412042161, 0.9903482426185836, 0.3315899724229422]"
959,-207381.953125,-207566.78125,,"[0.6502521634757962, 0.36098414863500666, 0.9877352843774176, 0.2824675606775513]","[0.116503274216245, 0.6208143647238411, 0.9858169138735492, 0.3295305646297692]"
960,-236720.25,-226157.53125,,"[0.6532831661138788, 0.3616989705462274, 0.988151248201652, 0.2872023687001522]","[0.11326625915722528, 0.6257612378107839, 0.9852293237513421, 0.3321928065064647]"
961,-253171.65625,-246055.453125,,"[0.6526485816029518, 0.35901009403302164, 0.9912375456132325, 0.28675950939587347]","[0.11511949738020902, 0.6271989306673474, 0.9913363079806987, 0.33310772585831455]"
962,-286584.03125,-277871.53125,,"[0.6511512048889508, 0.35577449522882965, 0.9901808048989382, 0.28748917902802423]","[0.11791247330505662, 0.6266996560203388, 0.989015451084559, 0.333202245997847]"
963,-271840.4375,-272081.1875,,"[0.6511015802719402, 0.35920920186198335, 0.9896876923342528, 0.28416921920513133]","[0.11840956641545444, 0.6259497457399135, 0.9865001225556695, 0.3301896835902503]"
964,-289537.21875,-280735.3125,,"[0.6508072884446983, 0.36074612202621686, 0.9886637438136952, 0.2844280392119417]","[0.11845454711931296, 0.6287856342178344, 0.9895260933151911, 0.33226809433051363]"
965,-295322.40625,-287140.46875,,"[0.6547279290466717, 0.36049029010856215, 0.9868776476498553, 0.29003327319009065]","[0.1185930910576725, 0.625227190540425, 0.9882037078908004, 0.32849890109504903]"
966,-304142.09375,-295045.28125,,"[0.6520264712790664, 0.35926502152565926, 0.989756965062384, 0.2862567281645543]","[0.11606827472569398, 0.6268138752656294, 0.9909439029473239, 0.33278072592904234]"
967,-348660.71875,-337887.6875,,"[0.6513341336937575, 0.3602270591200772, 0.9913702735990306, 0.28697823968350195]","[0.1136343036609659, 0.6295404291411301, 0.992276849649152, 0.33207696884896853]"
968,-358718.40625,-348478.3125,,"[0.6478370726984117, 0.3564519029862537, 0.9914813227366133, 0.287125654132122]","[0.11690568801226077, 0.627152057190384, 0.9905147294180737, 0.33389280610588856]"
969,-363944.09375,-352696.3125,,"[0.6502128427660624, 0.35769196964123784, 0.9914100770291935, 0.2864039485364082]","[0.11622819043297182, 0.6256072555727245, 0.9901908675281298, 0.33083485832721515]"
970,-398636.375,-386518.40625,,"[0.6492209716894929, 0.3562011074455889, 0.9885042051863473, 0.2858971155099686]","[0.1183758241803347, 0.6265636032579074, 0.9881643638183052, 0.3339736078112712]"
971,-407116.6875,-395666.84375,,"[0.6530987306679743, 0.3586403490056196, 0.987634291270756, 0.2851483640770103]","[0.11570059573461879, 0.6263211952447074, 0.9906213345893021, 0.33091780225196943]"
972,-341116.25,-341416.15625,,"[0.648907138542624, 0.3571089768628697, 0.988281954830364, 0.2845191459861619]","[0.11392410642276675, 0.6245039407642884, 0.9888206382958777, 0.3308584296424293]"
973,-326341.71875,-317294.53125,,"[0.6512200442712551, 0.36118471136057717, 0.9895167469767636, 0.28610290338908784]","[0.11428409608319966, 0.625853469714218, 0.9913135274070062, 0.3302524754496696]"
974,-304029.125,-295610.09375,,"[0.6491960785797284, 0.3608414213064145, 0.9879080135873709, 0.28775409487818093]","[0.1154986040159287, 0.6283129623577305, 0.9889938245362186, 0.33030066290481597]"
975,-311172.375,-302150.5,,"[0.6491095024818104, 0.3601904937874704, 0.987191929614745, 0.2859439022675]","[0.11803591958066809, 0.6260640261084437, 0.988436346006889, 0.33173732819401075]"
976,-319480.90625,-310216.53125,,"[0.6512413508760908, 0.3578652669777207, 0.9890061427237143, 0.2873361172732258]","[0.11746458542654839, 0.626046074131872, 0.9894827021234092, 0.3310034186925055]"
977,-331790.25,-322016.46875,,"[0.6500280338290438, 0.3585008406170165, 0.988070478727476, 0.2868363652894848]","[0.11730757234556441, 0.6278615056113922, 0.9900804341495881, 0.33070988820820374]"
